date,portfolio_return,portfolio_return_gross,trade_value,friction_cost,rebalance_friction_rate,turnover,regime,stocks_held,stops_hit,cash,portfolio_value_start,portfolio_value,cash_weight,invested_weight,kelly_f_star,kelly_b_used,kelly_largest_weight,cumulative_return
2013-01-02,-0.008628661409501833,-0.008366861409501831,11900.000000000022,26.18000000000005,0.0022,0.11900000000000022,HIGH_VOL,"['ABB.NS', 'NESTLEIND.NS', 'RECLTD.NS']","['ABB.NS', 'NESTLEIND.NS', 'RECLTD.NS']",False,100000.0,99137.13385904982,0.8809999999999998,0.11900000000000022,0.04760000000000009,1.0,0.03966666666666674,-0.008628661409501803
2013-01-31,-0.007412837768945608,-0.006312837768945608,49568.56692952491,109.05084724495481,0.0022,0.5,HIGH_VOL,"['ONGC.NS', 'INFY.NS', 'DLF.NS']","['ONGC.NS', 'DLF.NS']",False,99137.13385904982,98402.24636887443,0.5,0.5,0.3816552761986743,3.35010675926023,0.17061470322719072,-0.015977536311255647
2013-03-01,0.03078141243655679,0.03188141243655679,49201.123184437216,108.24247100576189,0.0022,0.5,HIGH_VOL,"['TCS.NS', 'SUNPHARMA.NS', 'PIDILITIND.NS']",[],False,98402.24636887443,101431.20649903844,0.5,0.5,0.36113692106777046,2.9275235851056247,0.16899982915405537,0.014312064990384288
2013-04-03,0.014328933380300248,0.015428933380300248,50715.60324951921,111.57432714894227,0.0022,0.39999999999999997,HIGH_VOL,"['ASIANPAINT.NS', 'SUNPHARMA.NS', 'HCLTECH.NS']","['ASIANPAINT.NS', 'HCLTECH.NS']",False,101431.20649903844,102884.60749964663,0.5,0.49999999999999994,0.3554526097039921,2.828674677776055,0.17071152602256512,0.028846074996466298
2013-05-07,-0.04076728082737834,-0.03856728082737834,102884.60749964663,226.3461364992226,0.0022,0.8571428571428571,BULL,"['MARUTI.NS', 'HINDUNILVR.NS', 'BHARTIARTL.NS', 'AXISBANK.NS', 'SUNPHARMA.NS']","['MARUTI.NS', 'BHARTIARTL.NS', 'AXISBANK.NS']",False,102884.60749964663,98690.28181289394,0.0,1.0,0.4579295407943372,7.229340826563743,0.2145414465708178,-0.01309718187106057
2013-06-05,-0.07819025078987718,-0.07599025078987719,98690.28181289394,217.11861998836667,0.0022,1.0,BULL,"['ABB.NS', 'ADANIPOWER.NS', 'TORNTPHARM.NS', 'APOLLOHOSP.NS', 'BRITANNIA.NS']","['ABB.NS', 'ADANIPOWER.NS', 'APOLLOHOSP.NS']",False,98690.28181289394,90973.6639274201,0.0,1.0,0.39607588389469,3.728348369288125,0.20438494136050608,-0.09026336072579899
2013-07-04,0.02836834557605654,0.03056834557605654,90973.6639274201,200.14206064032425,0.0022,1.0,BULL,"['TECHM.NS', 'AMBUJACEM.NS', 'BAJAJ-AUTO.NS', 'RELIANCE.NS', 'CIPLA.NS']",['AMBUJACEM.NS'],False,90973.6639274201,93554.4362640332,0.0,1.0,0.41492765675842463,4.3739299239970055,0.2064557597760281,-0.06445563735966808
2013-08-02,-0.12064182750924028,-0.11844182750924029,93554.4362640332,205.81975978087306,0.0022,1.0,BULL,"['WIPRO.NS', 'TITAN.NS', 'BHARTIARTL.NS', 'BAJAJHLDNG.NS', 'ASIANPAINT.NS']","['TITAN.NS', 'BHARTIARTL.NS', 'BAJAJHLDNG.NS', 'ASIANPAINT.NS']",False,93554.4362640332,82267.85810154349,0.0,1.0,0.4646522882676887,8.05102997314874,0.21493859371243407,-0.1773214189845651
2013-09-04,-0.023663569131783493,-0.021463569131783492,82267.85810154349,180.9892878233957,0.0022,1.0,BULL,"['MUTHOOTFIN.NS', 'VEDL.NS', 'TECHM.NS', 'IOC.NS', 'INDHOTEL.NS']","['MUTHOOTFIN.NS', 'TECHM.NS']",False,82267.85810154349,80321.10695403386,0.0,1.0,0.49657361485990853,17.49038653312756,0.24031710667676276,-0.1967889304596614
2013-10-07,0.08170041707316149,0.08390041707316148,80321.10695403385,176.70643529887448,0.0022,0.9999999999999999,BULL,"['TVSMOTOR.NS', 'JSWSTEEL.NS', 'BPCL.NS', 'AXISBANK.NS', 'ULTRACEMCO.NS']",[],False,80321.10695403386,86883.37489195644,1.1102230246251565e-16,0.9999999999999999,0.47276096026819425,9.33011284111696,0.217931366399225,-0.13116625108043556
2013-11-07,0.07674582591966118,0.07894582591966118,86883.37489195644,191.14342476230416,0.0022,1.0,BULL,"['ADANIENT.NS', 'MUTHOOTFIN.NS', 'ASIANPAINT.NS', 'LT.NS', 'BANKBARODA.NS']","['MUTHOOTFIN.NS', 'ASIANPAINT.NS']",False,86883.37489195644,93551.31125672719,0.0,1.0,0.4775158241140863,10.28861356792416,0.22572246439109575,-0.06448688743272812
2013-12-09,-0.10613147115472261,-0.10393147115472262,93551.31125672719,205.81288476479983,0.0022,0.75,BULL,"['ADANIENT.NS', 'CGPOWER.NS', 'TATASTEEL.NS', 'LT.NS', 'ADANIPOWER.NS']","['ADANIENT.NS', 'CGPOWER.NS', 'LT.NS', 'ADANIPOWER.NS']",False,93551.31125672719,83622.57296459736,0.0,1.0,0.44967520268843814,6.424300871925931,0.2131898853350392,-0.16377427035402636
2014-01-09,0.03378327711978524,0.03598327711978524,83622.57296459736,183.9696605221142,0.0022,1.0,BULL,"['TVSMOTOR.NS', 'ZYDUSLIFE.NS', 'MUTHOOTFIN.NS', 'HCLTECH.NS', 'TRENT.NS']","['ZYDUSLIFE.NS', 'TRENT.NS']",False,83622.57296459736,86447.61752052982,0.0,1.0,0.47159421198690726,9.121593948176264,0.21975851739338276,-0.13552382479470182
2014-02-07,0.07836713614597274,0.08056713614597273,86447.61752052982,190.1847585451656,0.0022,0.5714285714285714,BULL,"['IOC.NS', 'TORNTPHARM.NS', 'TVSMOTOR.NS', 'HCLTECH.NS', 'MUTHOOTFIN.NS']",[],False,86447.61752052982,93222.26973225616,0.0,1.0,0.4589132782219069,7.338943730715229,0.217302986799078,-0.06777730267743842
2014-03-12,0.11155267997577827,0.11375267997577826,93222.26973225616,205.08899341096355,0.0022,1.0,BULL,"['ADANIENT.NS', 'ABB.NS', 'DLF.NS', 'ICICIBANK.NS', 'EICHERMOT.NS']",[],False,93222.26973225616,103621.4637543142,0.0,1.0,0.44850468666103943,6.3244308162483795,0.21219253379983494,0.036214637543142025
2014-04-15,0.15075080609293642,0.15295080609293643,103621.4637543142,227.96722025949126,0.0022,0.8888888888888888,BULL,"['UNIONBANK.NS', 'ADANIENT.NS', 'ADANIPOWER.NS', 'BEL.NS', 'TATASTEEL.NS']","['UNIONBANK.NS', 'ADANIPOWER.NS']",False,103621.4637543142,119242.48294380706,0.0,1.0,0.4471352723944359,6.211461448738498,0.20733545221837527,0.1924248294380706
